pair_id,a_speaker,b_speaker,i_merge_id,j_merge_id,i_text,j_text,i_addressees,A_gender,A_category,B_gender,B_category,novel,a_articles,a_auxiliary_verbs,a_conjunctions,a_adverbs,a_impersonal_pronouns,a_negations,a_personal_pronouns,a_prepositions,a_quantifiers,b_articles,b_auxiliary_verbs,b_conjunctions,b_adverbs,b_impersonal_pronouns,b_negations,b_personal_pronouns,b_prepositions,b_quantifiers
00168,Adela Quested,Mrs. Moore,811,867,oh yes you re perfectly right i never thought it out,i don t think i shall go on to there i dislike climbing,Mrs. Moore,F,major,F,major,APassageToIndia,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0
00169,Adela Quested,Mrs. Moore,813,1246,my idea now is that my cousins shall find me a servant in simla at all events to see me through the wedding after which ronny means to reorganize his staff entirely he does it very well for a bachelor still when he is married no doubt various changes will have to be made his old servants won t want to take their orders from me and i don t blame them anything to be seen of the hills,is it again my duty to talk apparently as you keep interrupting me,Mrs. Moore,F,major,F,major,APassageToIndia,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
00170,Adela Quested,Mrs. Moore,815,802,we can t be far from the place where my hyena was perhaps this is mine anyhow the road runs parallel with the railway i will fetch you from simla when it s cool enough i will unbottle you in fact we then see some of the mogul stuff how appalling if we let you miss the taj and then i will see you off at bombay your last glimpse of this country really shall be interesting they re rather wonderful i ld not have missed this for anything look the sun s rising this ll be absolutely magnificent come quickly look i wouldn t have missed this for anything we should never have seen it if we d stuck to the turtons and their eternal elephants ah that must be the false dawn isn t it caused by dust in the upper layers of the atmosphere that couldn t fall down during the night i think mr mcbryde said so well i must admit that england has it as regards sunrises do you remember grasmere,they startle one rather a strange place to make tea in,Mrs. Moore,F,major,F,major,APassageToIndia,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
00171,Adela Quested,Mrs. Moore,826,1183,a snake it isn t a snake,i shouldn t mind if it had happened anywhere else at least i really don t know where it did happen,Dr. Aziz; Mohammed Latif; Mrs. Moore,F,major,F,major,APassageToIndia,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
00172,Adela Quested,Mrs. Moore,854,594,mrs moore may i put our difficulty to dr aziz i mean our anglo indian one,i wouldn t worry it s partly the odd surroundings you and i keep on attending to trifles instead of what s important we are what the people here call new,Dr. Aziz; Mrs. Moore,F,major,F,major,APassageToIndia,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
00173,Adela Quested,Mrs. Moore,866,804,but he says this isn t a good cave the best are on the kawa dol,very well you get another servant and i ll keep antony with me i am used to his unappetizing ways he will see me through the hot weather,Mrs. Moore,F,major,F,major,APassageToIndia,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1
00174,Adela Quested,Mrs. Moore,868,1238,very well let s sit down again in the shade until breakfast s ready,of course he is innocent,Mrs. Moore,F,major,F,major,APassageToIndia,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
00175,Adela Quested,Mrs. Moore,1182,109,i am counting on you to help me through it is such a blessing to be with you again everyone else is a stranger i know it s all nothing i must be sensible i do try,i want to see it too and i only wish we could apparently the turtons will arrange something for next tuesday,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00176,Adela Quested,Mrs. Moore,1184,111,yes i mean that at least not exactly but there is this echo that i keep on hearing,i went to the mosque but i did not catch the moon,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0
00177,Adela Quested,Mrs. Moore,1186,827,i can t get rid of it,a horrid stuffy place really,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
00178,Adela Quested,Mrs. Moore,1188,869,mrs moore what is this echo,ah but that ll disappoint him so he has taken such trouble you should go on you don t mind,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0
00179,Adela Quested,Mrs. Moore,1190,1185,no what is it oh do say i felt you would be able to explain it this will comfort me so,oh what of the echo,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0
00180,Adela Quested,Mrs. Moore,1192,596,i think you re rather unkind not to say,india s,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
00181,Adela Quested,Mrs. Moore,1200,812,i ll not have you worry her whether she s well or ill,if one has not become too stupid and old,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1
00182,Adela Quested,Mrs. Moore,1237,808,i thought you said but it was in mr fielding s letter,she has children you see,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0
00183,Adela Quested,Mrs. Moore,1245,1187,i know but,i don t suppose you ever will,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
00184,Adela Quested,Mrs. Moore,1249,113,i don t hear it so much you send it away you do nothing but good you are so good,later and later let me think we don t see the other side of the moon out here no,Mrs. Moore; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
00185,Mrs. Moore,Adela Quested,109,483,i want to see it too and i only wish we could apparently the turtons will arrange something for next tuesday,drop me too i don t want to watch polo either i m sure,Adela Quested,F,major,F,major,APassageToIndia,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0
00186,Mrs. Moore,Adela Quested,111,589,i went to the mosque but i did not catch the moon,i should like to i don t feel a bit excited i m just glad it s settled up at last but i m not conscious of vast changes we are all three the same people still,Adela Quested,F,major,F,major,APassageToIndia,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
00187,Mrs. Moore,Adela Quested,152,599,ah yes so the young man there said,the animal thing that hit us didn t you say oh a ghost in passing,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0
00188,Mrs. Moore,Adela Quested,154,595,i was going to tell you adela but something changed the conversation and i forgot my memory grows deplorable,you mean that my bothers are mixed up with india,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0
00189,Mrs. Moore,Adela Quested,248,403,i believe that you have oh please it distresses me beyond words,yes that is so,Adela Quested; Mr. Bhattacharya; Mrs. Bhattacharya; Mrs. Turton,F,major,F,major,APassageToIndia,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
00190,Mrs. Moore,Adela Quested,402,1198,don t you come too adela you dislike institutions,i won t have her dragged in either i won t have any more trouble on my account her evidence is not the least essential,Adela Quested; Cyril Fielding; Dr. Aziz; Professor Godbole,F,major,F,major,APassageToIndia,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1
00191,Mrs. Moore,Adela Quested,482,856,mother is pledged to nothing certainly not to this polo will you drive up to the bungalow first and drop me there please i prefer to rest,ah that s true well by marrying mr heaslop i shall become what is known as an anglo indian,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
00192,Mrs. Moore,Adela Quested,485,1192,i ve never heard of these caves i don t know what or where they are but i really can t have so much quarrelling and tiresomeness,i think you re rather unkind not to say,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
00193,Mrs. Moore,Adela Quested,588,597,will you play patience with your future mother in law dear adela or does it seem too tame,what made you call it a ghost,Adela Quested,F,major,F,major,APassageToIndia,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0
00194,Mrs. Moore,Adela Quested,590,807,that s much the best feeling to have,i won t be bottled up i ve no patience with these women here who leave their husbands grilling in the plains mrs mcbryde hasn t stopped down once since she married she leaves her quite intelligent husband alone half the year and then s surprised she s out of touch with him,Adela Quested,F,major,F,major,APassageToIndia,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
00195,Mrs. Moore,Adela Quested,592,1249,i feared at mr fielding s that it might be settled the other way black knave on a red queen,i don t hear it so much you send it away you do nothing but good you are so good,Adela Quested,F,major,F,major,APassageToIndia,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1
00196,Mrs. Moore,Adela Quested,594,155,i wouldn t worry it s partly the odd surroundings you and i keep on attending to trifles instead of what s important we are what the people here call new,was he nice,Adela Quested,F,major,F,major,APassageToIndia,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
00197,Mrs. Moore,Adela Quested,596,486,india s,we must have a thorough talk ronny i m afraid,Adela Quested,F,major,F,major,APassageToIndia,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
00198,Mrs. Moore,Adela Quested,598,1190,call what a ghost,no what is it oh do say i felt you would be able to explain it this will comfort me so,Adela Quested,F,major,F,major,APassageToIndia,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
00199,Mrs. Moore,Adela Quested,600,1188,i couldn t have been thinking of what i was saying,mrs moore what is this echo,Adela Quested,F,major,F,major,APassageToIndia,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
00200,Mrs. Moore,Adela Quested,796,803,we shall be all moslems together now as you promised,i want to sack antony his behaviour on the platform has decided me anyhow we must get a second servant because at simla you will be at the hotel and i don t think ronny s baldeo,Adela Quested; Dr. Aziz; Mohammed Latif,F,major,F,major,APassageToIndia,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
00201,Mrs. Moore,Adela Quested,802,811,they startle one rather a strange place to make tea in,oh yes you re perfectly right i never thought it out,Adela Quested,F,major,F,major,APassageToIndia,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0
00202,Mrs. Moore,Adela Quested,804,249,very well you get another servant and i ll keep antony with me i am used to his unappetizing ways he will see me through the hot weather,i ld like to come very much indeed and so would mrs moore i know,Adela Quested,F,major,F,major,APassageToIndia,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1
00203,Mrs. Moore,Adela Quested,806,813,i believe in the hot weather but never did i suppose it would bottle me up as it will,my idea now is that my cousins shall find me a servant in simla at all events to see me through the wedding after which ronny means to reorganize his staff entirely he does it very well for a bachelor still when he is married no doubt various changes will have to be made his old servants won t want to take their orders from me and i don t blame them anything to be seen of the hills,Adela Quested,F,major,F,major,APassageToIndia,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
00204,Mrs. Moore,Adela Quested,808,866,she has children you see,but he says this isn t a good cave the best are on the kawa dol,Adela Quested,F,major,F,major,APassageToIndia,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0
00205,Mrs. Moore,Adela Quested,810,1239,it is the children who are the first consideration until they are grown up and married off when that happens one has again the right to live for oneself in the plains or the hills as suits,you see ronny i was right,Adela Quested,F,major,F,major,APassageToIndia,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
00206,Mrs. Moore,Adela Quested,812,601,if one has not become too stupid and old,it was probably a hyena as a matter of fact,Adela Quested,F,major,F,major,APassageToIndia,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0
00207,Mrs. Moore,Adela Quested,814,870,only various shades of the dark,perhaps i ought to,Adela Quested,F,major,F,major,APassageToIndia,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0
00208,Mrs. Moore,Adela Quested,855,591,it is your difficulty not mine my dear,i suppose so,Adela Quested; Dr. Aziz,F,major,F,major,APassageToIndia,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0
00209,Mrs. Moore,Adela Quested,865,797,i forget,get in dr aziz you make us giddy if they re so foolish as to miss the train that s their loss not ours,Adela Quested,F,major,F,major,APassageToIndia,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0
00210,Mrs. Moore,Adela Quested,867,1237,i don t think i shall go on to there i dislike climbing,i thought you said but it was in mr fielding s letter,Adela Quested,F,major,F,major,APassageToIndia,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0
00211,Mrs. Moore,Adela Quested,869,110,ah but that ll disappoint him so he has taken such trouble you should go on you don t mind,it ll end in an elephant ride it always does look at this evening cousin kate imagine cousin kate but where have you been off to did you succeed in catching the moon in the ganges,Adela Quested,F,major,F,major,APassageToIndia,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
00212,Mrs. Moore,Adela Quested,1183,112,i shouldn t mind if it had happened anywhere else at least i really don t know where it did happen,the angle would have altered she rises later,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
00213,Mrs. Moore,Adela Quested,1185,815,oh what of the echo,we can t be far from the place where my hyena was perhaps this is mine anyhow the road runs parallel with the railway i will fetch you from simla when it s cool enough i will unbottle you in fact we then see some of the mogul stuff how appalling if we let you miss the taj and then i will see you off at bombay your last glimpse of this country really shall be interesting they re rather wonderful i ld not have missed this for anything look the sun s rising this ll be absolutely magnificent come quickly look i wouldn t have missed this for anything we should never have seen it if we d stuck to the turtons and their eternal elephants ah that must be the false dawn isn t it caused by dust in the upper layers of the atmosphere that couldn t fall down during the night i think mr mcbryde said so well i must admit that england has it as regards sunrises do you remember grasmere,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
00214,Mrs. Moore,Adela Quested,1187,868,i don t suppose you ever will,very well let s sit down again in the shade until breakfast s ready,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
00215,Mrs. Moore,Adela Quested,1189,1184,don t you know,yes i mean that at least not exactly but there is this echo that i keep on hearing,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
00216,Mrs. Moore,Adela Quested,1191,593,if you don t know you don t know i can t tell you,you heard me tell aziz and godbole i wasn t stopping in their country i didn t mean it so why did i say it i feel i haven t been frank enough attentive enough or something it s as if i got everything out of proportion you have been so very good to me and i meant to be good when i sailed but somehow i haven t been mrs moore if one isn t absolutely honest what is the use of existing,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1
00217,Mrs. Moore,Adela Quested,1197,809,i have nothing to do with your ludicrous law courts i will not be dragged in at all,oh yes that s true,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
00218,Mrs. Moore,Adela Quested,1236,805,i never said his name,i don t believe in the hot weather people like major callendar who always talk about it it s in the hope of making one feel inexperienced and small like their everlasting i ve been twenty years in this country,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1
00219,Mrs. Moore,Adela Quested,1238,1186,of course he is innocent,i can t get rid of it,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
00220,Mrs. Moore,Adela Quested,1248,153,oh how tedious trivial oh why is everything still my duty when shall i be free from your fuss was he in the cave and were you in the cave and on and on and unto us a son is born unto us a child is given and am i good and is he bad and are we saved and ending everything the echo,this sounds very romantic you meet a young man in a mosque and then never let me know,Adela Quested; Ronny Heaslop,F,major,F,major,APassageToIndia,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0
00221,_unknowable,Adela Quested,114,822,come india s not as bad as all that other side of the earth if you like but we stick to the same old moon,dr aziz what s happened to your hills the train has forgotten to stop,Adela Quested; Mrs. Moore,F,intermediate,F,major,APassageToIndia,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
00222,_unknowable,Adela Quested,821,115,listen mohammed latif says good morning next,we aren t even seeing the other side of the world that s our complaint,Adela Quested; Dr. Aziz; Mrs. Moore,F,intermediate,F,major,APassageToIndia,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
00223,Ronny Heaslop,Cyril Fielding,119,120,fielding how s one to see the real india,try seeing indians,Adela Quested; Cyril Fielding; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton,M,major,M,major,APassageToIndia,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
00224,Ronny Heaslop,Cyril Fielding,439,446,i say old man do excuse me but i think perhaps you oughtn t to have left miss quested alone,he isn t a bounder his nerves are on edge that s all,Cyril Fielding,M,major,M,major,APassageToIndia,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1
00225,Ronny Heaslop,Cyril Fielding,441,448,well i m the sun dried bureaucrat no doubt still i don t like to see an english girl left smoking with two indians,i don t know he was all right when i left,Cyril Fielding,M,major,M,major,APassageToIndia,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1
00226,Ronny Heaslop,Cyril Fielding,443,452,yes that s all right in england,i m afraid i can t thanks all the same i m awfully sorry you feel i ve been remiss i didn t mean to be,Cyril Fielding,M,major,M,major,APassageToIndia,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
00227,Ronny Heaslop,Cyril Fielding,445,1153,if you can t see you can t see can t you see that fellow s a bounder,fancy if i d fallen or got angry,Cyril Fielding,M,major,M,major,APassageToIndia,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
00228,Ronny Heaslop,Cyril Fielding,447,1534,what should have upset his precious nerves,say no more miss quested stops here i only wanted to be assured of your approval miss quested you had better send for your own servant if he can be found but i will leave orders with mine to do all they can for you also i ll let the scouts know they have guarded the college ever since it was closed and may as well go on i really think you ll be as safe here as anywhere i shall be back thursday,Cyril Fielding,M,major,M,major,APassageToIndia,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
00229,Ronny Heaslop,Cyril Fielding,449,444,well it s nothing i ve said i never even spoke to him,i really can t see the harm,Cyril Fielding,M,major,M,major,APassageToIndia,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
00230,Ronny Heaslop,Cyril Fielding,451,440,fielding don t think i m taking it badly or anything of that sort i suppose you won t come on to the polo with us we should all be delighted,i m sorry what s up,Cyril Fielding,M,major,M,major,APassageToIndia,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0
00231,Ronny Heaslop,Cyril Fielding,1152,450,let him go,oh well come along now and take your ladies away the catastrophe over,A Stray Subaltern; Cyril Fielding; Major Callendar; Mr. Turton; Mrs. Lesley,M,major,M,major,APassageToIndia,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
00232,Ronny Heaslop,Cyril Fielding,1533,1602,i came to bring miss quested away but her visit to the turtons has ended and there is no other arrangement so far mine are bachelor quarters now,i shall go round at once,Adela Quested; Cyril Fielding; Hamidullah,M,major,M,major,APassageToIndia,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
00233,Ronny Heaslop,Cyril Fielding,1601,442,i wish to thank you for the help you have given miss quested she will not of course trespass on your hospitality further she has as a matter of fact decided to return to england i have just arranged about her passage for her i understand she would like to see you,she stopped as she smokes by her own wish old man,Cyril Fielding,M,major,M,major,APassageToIndia,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
00234,_unknowable,Ronny Heaslop,121,1291,who was that,my old das is all right,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,intermediate,M,major,APassageToIndia,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
00235,_unknowable,Ronny Heaslop,1290,122,yes indeed,our schoolmaster government college,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton; Ronny Heaslop,F,intermediate,M,major,APassageToIndia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
00236,Ronny Heaslop,Mrs. Lesley,122,1294,our schoolmaster government college,you mean he s more frightened of acquitting than convicting because if he acquits he ll lose his job,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton,M,major,F,minor,APassageToIndia,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
00237,Ronny Heaslop,Mrs. Lesley,1293,123,das is really,as if one could avoid seeing them,Adela Quested; Major Callendar; Miss Derek; Mr. Turton; Mrs. Lesley; Mrs. Turton,M,major,F,minor,APassageToIndia,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1
00238,Mrs. Lesley,Adela Quested,123,126,as if one could avoid seeing them,but i want to see them,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major,APassageToIndia,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0
00239,Mrs. Lesley,Adela Quested,125,124,oh lucky you,i ve avoided excepting my own servant i ve scarcely spoken to an indian since landing,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major,APassageToIndia,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0
00240,Adela Quested,Mrs. Lesley,124,125,i ve avoided excepting my own servant i ve scarcely spoken to an indian since landing,oh lucky you,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,major,F,minor,APassageToIndia,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
00241,The Lady Who Had Been A Nurse,Adela Quested,128,131,let me explain natives don t respect one any the more after meeting one you see,even from one s patients,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major,APassageToIndia,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
00242,The Lady Who Had Been A Nurse,Adela Quested,130,129,what i mean is i was a nurse before my marriage and came across them a great deal so i know i really do know the truth about indians a most unsuitable position for any englishwoman i was a nurse in a native state one s only hope was to hold sternly aloof,that occurs after so many meetings,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,F,major,APassageToIndia,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1
00243,Adela Quested,The Lady Who Had Been A Nurse,129,130,that occurs after so many meetings,what i mean is i was a nurse before my marriage and came across them a great deal so i know i really do know the truth about indians a most unsuitable position for any englishwoman i was a nurse in a native state one s only hope was to hold sternly aloof,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,F,minor,APassageToIndia,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
00244,Adela Quested,Mrs. Callendar,131,132,even from one s patients,why the kindest thing one can do to a native is to let him die,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,F,minor,APassageToIndia,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1
00245,Mrs. Callendar,Mrs. Moore,132,133,why the kindest thing one can do to a native is to let him die,how if he went to heaven,Adela Quested; Mr. Turton; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,minor,F,major,APassageToIndia,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0
00246,Mrs. Moore,Mrs. Callendar,133,134,how if he went to heaven,he can go where he likes as long as he doesn t come near me they give me the creeps,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,F,minor,APassageToIndia,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1
00247,Mrs. Callendar,The Lady Who Had Been A Nurse,134,135,he can go where he likes as long as he doesn t come near me they give me the creeps,as a matter of fact i have thought what you were saying about heaven and that is why i am against missionaries i am all for chaplains but all against missionaries let me explain,Adela Quested; Mr. Turton; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,minor,F,minor,APassageToIndia,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
00248,The Lady Who Had Been A Nurse,Mr. Turton,135,136,as a matter of fact i have thought what you were saying about heaven and that is why i am against missionaries i am all for chaplains but all against missionaries let me explain,do you really want to meet the aryan brother miss quested that can be easily fixed up i didn t realize he d amuse you you can practically see any type you like take your choice i know the government people and the landowners heaslop here can get hold of the barrister crew while if you want to specialize on education we can come down on fielding,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop,F,minor,M,intermediate,APassageToIndia,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
00249,Mr. Turton,Adela Quested,136,137,do you really want to meet the aryan brother miss quested that can be easily fixed up i didn t realize he d amuse you you can practically see any type you like take your choice i know the government people and the landowners heaslop here can get hold of the barrister crew while if you want to specialize on education we can come down on fielding,i m tired of seeing picturesque figures pass before me as a frieze it was wonderful when we landed but that superficial glamour soon goes i only want those indians whom you come across socially as your friends,Adela Quested; Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,M,intermediate,F,major,APassageToIndia,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
00250,Mr. Turton,Adela Quested,1269,1270,drink it up not a bad notion a peg,i don t think it ll really help me burra sahib,Adela Quested; Mrs. Turton,M,intermediate,F,major,APassageToIndia,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
00251,Mr. Turton,Adela Quested,1313,1314,go on mr das we are not here to disturb you,i suppose he is guilty can i possibly have made a mistake,Adela Quested; Cyril Fielding; Dr. Aziz; Mahmoud Ali; Major Callendar; Miss Derek; Mr. Amritrao; Mr. Das; Mr. Mcbryde; Mrs. Lesley; Mrs. Mcbryde; Mrs. Turton; Ronny Heaslop; The Nawab Badahur,M,intermediate,F,major,APassageToIndia,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0
00252,Adela Quested,Mr. Turton,137,1269,i m tired of seeing picturesque figures pass before me as a frieze it was wonderful when we landed but that superficial glamour soon goes i only want those indians whom you come across socially as your friends,drink it up not a bad notion a peg,Mr. Turton; Mrs. Callendar; Mrs. Lesley; Mrs. Moore; Mrs. Turton; Ronny Heaslop; The Lady Who Had Been A Nurse,F,major,M,intermediate,APassageToIndia,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0
00253,Adela Quested,Mr. Turton,1268,1276,i can t eat might i have a little brandy,you won t,Mr. Turton; Mrs. Turton,F,major,M,intermediate,APassageToIndia,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
00254,Adela Quested,Mr. Turton,1270,1281,i don t think it ll really help me burra sahib,you re bound to win,Mr. Turton; Mrs. Turton,F,major,M,intermediate,APassageToIndia,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
